loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail,credit_age_yrs
4800,36 months,6.92,10+ years,RENT,55000,Verified,other,15.75,0,0,8,0,10572,0.539,18,4800,526.18,245.99,0,16.5521978
21300,60 months,18.25,10+ years,MORTGAGE,74292.48,Verified,debt_consolidation,24.1,0,0,7,0,10048,0.661,25,21300,8612.43,12529.05,0,14.1291209
7000,36 months,10.75,7 years,RENT,65000,Source Verified,debt_consolidation,3.42,0,2,6,0,6043,0.695,15,7000,1220.7,242.49,0,10.2857143
12000,60 months,7.9,10+ years,MORTGAGE,50000,Not Verified,credit_card,12.55,0,0,6,0,20546,0.264,14,12000,2344.9,1278.82,0,17.3104396
12000,36 months,9.76,< 1 year,RENT,75000,Not Verified,major_purchase,0.4,0,1,4,0,2130,0.179,5,12000,1890.77,392.97,0,2.51098901
5600,36 months,15.96,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,13.07,0,2,20,0,7099,0.236,35,5600,1432.3,149.23,0,12.2087912
7500,36 months,8.9,1 year,MORTGAGE,26400,Not Verified,debt_consolidation,11.05,0,0,7,0,8666,0.672,10,7500,1073.36,245.41,0,9.45054945
10000,36 months,8.94,9 years,MORTGAGE,54528,Verified,credit_card,7.68,0,3,13,0,6525,0.078,31,10000,419.73,10.55,0,14.217033
5000,36 months,7.88,10+ years,MORTGAGE,62000,Not Verified,debt_consolidation,8.94,0,3,4,0,3853,0.26,17,5000,496.26,2528.9,0,19.8159341
25000,36 months,13.11,10+ years,RENT,140000,Source Verified,small_business,2.48,0,1,4,0,11022,0.73,9,15825,3395.03,1076.6,0,11.5357143
20000,60 months,16.32,5 years,RENT,57996,Verified,debt_consolidation,21.75,0,4,7,0,19419,0.767,17,19999.99,6459.24,12476.86,0,10.956044
4500,36 months,7.74,< 1 year,RENT,40000,Not Verified,major_purchase,16.02,0,1,6,0,1580,0.293,12,4500,517.84,1367.44,0,10.5412088
17875,36 months,6.99,10+ years,OWN,30000,Not Verified,debt_consolidation,20.32,0,0,6,0,10722,0.232,15,17875,1991.46,558.86,0,18.728022
9000,36 months,7.9,2 years,MORTGAGE,61200,Not Verified,debt_consolidation,13.82,0,1,17,1,13987,0.312,26,9000,1019.58,3265.6,0,20.8214286
8500,36 months,15.05,4 years,RENT,36000,Not Verified,debt_consolidation,18.57,0,0,12,0,8297,0.721,18,1990.76,955.54,294.88,1,5.01923077
13225,36 months,12.42,1 year,RENT,88000,Source Verified,credit_card,10.4,0,2,9,0,17958,0.513,27,13225,2657.01,1757.28,0,8.94505495
12000,60 months,12.69,2 years,RENT,42000,Verified,debt_consolidation,24.57,0,0,10,0,9681,0.787,24,12000,3701.06,5417.15,0,9.28021978
13000,60 months,10,10+ years,MORTGAGE,44004,Verified,debt_consolidation,18.38,0,0,9,0,5440,0.205,22,13000,3572.55,275.56,0,15.0494506
13725,60 months,11.49,8 years,MORTGAGE,80000,Not Verified,small_business,7.18,0,1,9,0,26859,0.636,47,3913.24,2382.98,301.78,1,16.0549451
8900,60 months,10.38,10+ years,MORTGAGE,60000,Not Verified,car,11.58,0,0,5,0,5751,0.471,24,8900,2545.98,218.37,0,22.2417582
24000,36 months,14.91,1 year,MORTGAGE,95000,Verified,major_purchase,21.94,0,0,14,0,20130,0.558,18,24000,3123.12,17992.67,0,8.60989011
3200,36 months,11.99,1 year,RENT,31200,Source Verified,car,8.92,0,0,15,0,1332,0.666,15,3200,234.91,2691.2,0,3.84340659
6000,36 months,13.24,1 year,OWN,42000,Not Verified,debt_consolidation,25.14,0,0,9,0,19937,0.906,40,6000,1302.89,208.65,0,16.3928571
22000,36 months,11.36,< 1 year,RENT,110000,Not Verified,debt_consolidation,8.51,0,0,6,0,20418,0.748,17,21999.99,4066.37,743.01,0,21.7445055
5000,36 months,11.99,8 years,MORTGAGE,80000,Source Verified,debt_consolidation,16.08,0,0,4,0,636,0.707,6,5000,977.7,167.21,0,12.7087912
11250,60 months,12.69,10+ years,RENT,43000,Source Verified,wedding,16.27,0,0,11,0,4313,0.547,15,11250,3122.69,5142.58,0,12.3763736
7000,36 months,12.42,7 years,MORTGAGE,82000,Not Verified,debt_consolidation,12,0,1,6,0,25334,0.716,31,7000,1293.15,2454.29,0,9.53296703
5000,36 months,10.25,1 year,RENT,65000,Not Verified,other,23.85,0,2,12,0,30878,0.418,25,5000,829.63,186.31,0,9.27747253
12000,60 months,11.11,6 years,MORTGAGE,101000,Source Verified,debt_consolidation,13.72,0,1,12,0,60689,0.565,43,12000,3344.29,4387.79,0,14.1318681
12000,36 months,9.62,10+ years,MORTGAGE,65061,Verified,home_improvement,17.26,0,3,8,0,21634,0.707,34,12000,927.75,9086.56,0,14.6346154
13600,36 months,10,2 years,RENT,68000,Not Verified,credit_card,12.85,0,1,5,0,7812,0.546,12,13600,2197.98,468.28,0,18.2307692
11000,36 months,7.88,9 years,MORTGAGE,43000,Verified,credit_card,14.62,0,1,12,0,8010,0.182,49,11000,890.37,7080.95,0,12.9587912
18200,60 months,13.23,10+ years,MORTGAGE,60000,Verified,debt_consolidation,17.88,0,1,5,0,30575,0.663,15,18200,4987.79,10716.15,0,19.6483517
10000,36 months,16.49,4 years,RENT,77500,Verified,credit_card,8.66,0,2,3,0,25266,0.983,8,10000,403.67,9698.15,0,10.9532967
9600,36 months,12.17,4 years,RENT,60000,Not Verified,debt_consolidation,19.28,0,2,11,1,10358,0.917,24,6335.33,1829.62,416.62,1,13.043956
6000,36 months,5.42,10+ years,OWN,51000,Not Verified,vacation,1.51,0,0,14,0,1838,0.044,30,6000,431.11,2637.84,0,23.5769231
12800,36 months,11.83,< 1 year,RENT,44640,Verified,credit_card,10.65,0,2,19,0,9294,0.193,21,12800,2455.7,1280.73,0,10.9532967
6400,36 months,14.79,7 years,MORTGAGE,63000,Not Verified,debt_consolidation,11.31,0,2,13,0,10154,0.72,23,6400,1563.13,238.14,0,15.1346154
3200,60 months,19.42,1 year,RENT,42100,Verified,debt_consolidation,3.62,0,0,3,0,579,0.289,14,3200,1290.47,2066.25,0,12.9587912
10000,36 months,13.57,9 years,MORTGAGE,47000,Verified,home_improvement,6.05,0,1,4,0,10047,0.922,6,7104.14,2932.27,150.66,1,11.706044
6000,36 months,10.99,3 years,MORTGAGE,61500,Not Verified,other,18.71,0,3,9,0,2996,0.422,56,6000,914.27,2613.94,0,12.6236264
8400,60 months,13.61,3 years,RENT,70000,Not Verified,other,8.38,1,0,6,0,606,0.551,17,8400,3216.45,790.87,0,8.86263736
8400,36 months,18.25,2 years,RENT,55000,Not Verified,debt_consolidation,20.48,0,0,7,0,27125,0.986,11,8400,2570.38,313.51,0,6.68406593
14000,60 months,7.49,10+ years,RENT,40000,Verified,debt_consolidation,12.21,0,0,7,0,14685,0.319,14,14000,2350,5435.47,0,20.239011
24000,60 months,11.12,10+ years,MORTGAGE,65004,Verified,home_improvement,9.14,0,2,9,0,14900,0.374,34,24000,7395.25,555,0,16.7225275
3000,60 months,19.69,< 1 year,RENT,360000,Verified,moving,12.48,0,0,26,0,24981,0.368,38,3000,1666.21,884.46,0,26.7527473
2400,36 months,7.29,4 years,RENT,41000,Verified,home_improvement,1.26,0,0,3,0,1978,0.124,9,425.29,94.04,74.43,1,12.6236264
16000,36 months,10.37,1 year,RENT,64800,Source Verified,credit_card,16.02,0,3,6,0,12919,0.503,15,16000,2401.54,5951.25,0,7.60714286
8200,36 months,7.88,10+ years,MORTGAGE,72000,Not Verified,debt_consolidation,12.23,0,2,12,0,8185,0.46,26,8200,1031.2,249.44,0,18.8214286
9000,36 months,5.42,10+ years,MORTGAGE,71000,Not Verified,wedding,16.77,0,0,12,0,11889,0.105,34,9000,747.27,1892.41,0,18.5604396
25000,60 months,18.25,10+ years,MORTGAGE,60000,Verified,debt_consolidation,15.14,0,0,10,0,35925,0.5,17,12622.02,10993.23,151.34,1,16.8131868
35000,60 months,19.42,10+ years,MORTGAGE,110000,Verified,credit_card,20.79,1,2,8,0,15733,0.65,25,31468.5,19805.66,916.03,0,22.0741758
7000,60 months,14.17,8 years,RENT,84000,Not Verified,car,19.71,0,1,24,0,34971,0.839,46,7000,2805.3,485.8,0,24.7554945
3600,36 months,5.99,10+ years,MORTGAGE,60000,Not Verified,credit_card,4.74,0,0,8,0,9337,0.179,12,3600,342.07,110.3,0,10.1153846
18000,36 months,8.94,5 years,MORTGAGE,120000,Not Verified,home_improvement,3.44,0,0,8,0,21807,0.436,35,18000,1756.46,343.69,0,20.6565934
12000,60 months,13.49,10+ years,RENT,126000,Source Verified,debt_consolidation,10.81,0,0,9,0,19398,0.765,24,11448.84,4548.54,276.06,0,11.956044
15500,36 months,16.45,2 years,MORTGAGE,415000,Not Verified,credit_card,0.68,0,2,11,0,11886,0.563,31,15500,3918.7,5188.83,0,16.5549451
14000,36 months,17.58,4 years,MORTGAGE,1.00E+05,Verified,credit_card,14.75,2,1,14,0,21584,0.648,36,14000,4114.79,519.68,0,10.4532967
3500,36 months,14.17,10+ years,MORTGAGE,55800,Verified,major_purchase,8.99,0,2,3,0,1255,0.965,13,3500,41.65,3542.77,0,12.9587912
6600,60 months,18.91,5 years,MORTGAGE,57000,Source Verified,house,22.11,1,4,33,0,2525,0.407,40,2319.47,2479.86,35.57,1,12.2087912
2000,36 months,5.79,2 years,OWN,28800,Not Verified,major_purchase,5.08,0,2,6,0,6001,0.21,7,2000,183.52,71.22,0,30.5164835
15000,36 months,16.45,9 years,MORTGAGE,60000,Not Verified,debt_consolidation,21.32,0,6,21,1,15836,0.436,54,15000,2622.77,2681.34,0,13.2912088
14000,36 months,13.85,6 years,RENT,1.00E+05,Not Verified,debt_consolidation,12.98,0,3,9,0,10496,0.86,14,14000,3189.51,501.57,0,36.5384615
8000,36 months,5.79,< 1 year,MORTGAGE,70000,Source Verified,debt_consolidation,4.22,0,0,8,0,4938,0.173,35,8000,710.65,1706.05,0,12.7912088
12300,36 months,5.79,6 years,MORTGAGE,65000,Source Verified,debt_consolidation,7.29,0,1,9,0,12793,0.201,32,12300,992.11,4729,0,24
20500,60 months,22.85,10+ years,RENT,58000,Verified,debt_consolidation,23.07,0,0,12,0,12958,0.906,21,20500,13996.19,3960.77,0,12.0412088
23200,36 months,7.9,3 years,MORTGAGE,65000,Verified,debt_consolidation,27.99,0,0,10,0,36381,0.47,34,23200,1354.56,18024.97,0,10.2005495
12000,36 months,11.83,3 years,MORTGAGE,33600,Not Verified,educational,22.57,0,0,10,0,5744,0.558,20,12000,2302.23,1220.35,0,16.0549451
15000,36 months,10.25,5 years,MORTGAGE,109000,Not Verified,debt_consolidation,15.34,0,2,12,0,10705,0.246,29,15000,2489.3,558.56,0,11.2912088
1000,36 months,15.23,5 years,MORTGAGE,30000,Source Verified,debt_consolidation,23.52,0,2,29,0,1745,0.02,41,1000,251.99,39.29,0,26.6703297
4200,60 months,12.69,10+ years,MORTGAGE,51600,Verified,credit_card,24.58,0,1,14,0,20179,0.604,33,4200,1425.08,402.37,0,19.6510989
15000,36 months,9.88,4 years,MORTGAGE,85000,Not Verified,house,0.21,0,0,6,0,365,0.037,26,15000,123.97,15125.44,0,15.2197802
23975,60 months,22.35,10+ years,RENT,71000,Verified,credit_card,22.8,0,0,7,0,15773,0.974,31,23975,2616.31,23263.21,0,11.0357143
7500,36 months,12.69,9 years,RENT,40000,Not Verified,debt_consolidation,15.21,0,0,9,1,8144,0.622,19,4013.53,1251.8,251.59,1,11.3736264
4000,60 months,10.59,5 years,MORTGAGE,39600,Not Verified,car,1.03,0,1,5,0,1218,0.097,33,1219.55,661.45,86.16,1,11.2032967
3500,36 months,13.61,1 year,OWN,21600,Not Verified,medical,17.44,0,1,4,0,0,0,9,3500,782.88,143.7,0,4.18131868
17600,36 months,8.94,< 1 year,OWN,63000,Not Verified,credit_card,12.34,0,1,8,0,8943,0.212,16,1451.43,747.14,580,1,38.7197802
12000,36 months,14.5,< 1 year,RENT,48000,Not Verified,debt_consolidation,3.8,0,0,8,0,4554,0.446,12,12000,2869.98,420.05,0,9.28021978
18250,60 months,21.22,10+ years,MORTGAGE,180000,Verified,small_business,17.95,0,0,30,0,49344,0.836,57,2068.7,3409.02,50,1,18.1456044
6000,36 months,14.79,10+ years,MORTGAGE,40000,Source Verified,debt_consolidation,10.32,0,1,10,0,8241,0.704,19,6000,774.28,4498.16,0,18.6428571
12000,60 months,20.25,5 years,RENT,36000,Source Verified,credit_card,18.7,0,0,6,0,9693,0.95,9,12000,6835.21,3833.34,0,5.10164835
10000,36 months,10.83,10+ years,MORTGAGE,32004,Verified,debt_consolidation,21.48,0,1,5,0,7779,0.836,11,7550,1326.52,262.43,0,16.5576923
7700,36 months,15.23,4 years,RENT,63000,Source Verified,debt_consolidation,21.79,0,1,11,0,18297,0.863,14,7700,1805.08,146.24,0,15.8021978
6500,60 months,15.65,2 years,MORTGAGE,85000,Source Verified,major_purchase,13.69,0,1,10,1,16963,0.795,19,6500,2130.32,3929.01,0,8.19505495
18000,36 months,8.94,< 1 year,MORTGAGE,105000,Not Verified,debt_consolidation,12.29,0,0,19,0,62689,0.098,26,17999.99,1790.32,4118.92,0,19.1510989
6000,36 months,6.91,< 1 year,RENT,33500,Not Verified,debt_consolidation,18.95,0,0,15,0,7510,0.207,19,6000,424.96,3836.47,0,10.8681319
4750,36 months,13.35,2 years,MORTGAGE,52250,Not Verified,wedding,15.23,3,2,19,0,7446,0.202,35,4750,53.09,4803.62,0,9.36538462
8000,36 months,14.46,n/a,RENT,23000,Verified,credit_card,11.84,0,0,8,0,3571,0.871,16,8000,1909.12,277.52,0,11.8736264
35000,36 months,13.99,10+ years,MORTGAGE,164000,Verified,home_improvement,14.08,0,3,23,0,9523,0.118,77,35000,7507.05,4260.3,0,19.9010989
2000,36 months,7.29,n/a,MORTGAGE,31200,Not Verified,major_purchase,0.85,0,0,2,0,1108,0.17,7,2000,232.79,66.27,0,13.8846154
3000,36 months,11.83,9 years,RENT,56400,Not Verified,home_improvement,15.94,0,1,6,1,3066,0.578,28,3000,421.33,1732.93,0,14.6373626
15000,36 months,17.19,10+ years,MORTGAGE,160000,Not Verified,other,19.94,0,0,12,0,226936,0.947,26,15000,3741.93,6422.7,0,12.2087912
20000,36 months,12.73,10+ years,MORTGAGE,130208,Not Verified,other,1.77,0,0,3,0,3157,0.789,11,20000,4169.23,739.27,0,32.6923077
12400,60 months,19.69,1 year,RENT,54000,Source Verified,small_business,12.6,0,0,10,0,18088,0.587,22,12400.01,7183.3,326.28,0,9.86538462
5000,36 months,14.54,4 years,MORTGAGE,125000,Not Verified,vacation,20.28,0,1,7,0,5958,0.993,32,5000,968.61,2255.94,0,13.2912088
16000,60 months,16.89,6 years,MORTGAGE,57000,Not Verified,small_business,13.33,0,1,8,0,850,0,17,14816.95,7743.61,396.7,0,9.95054945
4000,36 months,7.49,< 1 year,OWN,30000,Source Verified,wedding,8.4,0,5,11,0,3053,0.073,20,4000,478.62,147.92,0,18.228022
18000,36 months,14.46,1 year,RENT,180000,Source Verified,debt_consolidation,11.53,3,0,5,0,271,0.226,14,18000,4295.9,625.85,0,12.7115385
14500,60 months,13.43,n/a,RENT,30696,Verified,home_improvement,24.35,0,2,8,1,411,0.065,15,7751.03,4530.56,333.13,1,10.3653846
10950,36 months,7.51,10+ years,MORTGAGE,48000,Verified,debt_consolidation,25.1,0,1,10,0,35265,0.676,32,10950,1292.67,170.85,0,19.9835165
26375,60 months,14.65,10+ years,MORTGAGE,78000,Verified,debt_consolidation,16.54,0,3,11,0,33956,0.685,16,26375,1270.17,158.66,0,19.3159341
9400,36 months,6.91,2 years,RENT,31200,Source Verified,debt_consolidation,13.54,0,0,14,0,8992,0.794,19,6700,737.76,211.73,0,13.043956
25000,36 months,15.2,4 years,MORTGAGE,61000,Verified,small_business,19.55,0,2,15,0,6151,0.228,20,25000,5408.62,677.54,0,13.043956
20000,60 months,16.4,6 years,MORTGAGE,73350,Verified,debt_consolidation,23.83,0,1,12,0,5451,0.514,33,20000,6594.45,11452.54,0,13.7967033
4750,36 months,12.21,< 1 year,MORTGAGE,45204,Source Verified,car,20.95,0,1,26,0,26272,0.337,49,4750,861.75,1665.91,0,15.8873626
28000,60 months,16.49,3 years,RENT,76454,Verified,debt_consolidation,18.31,0,0,13,0,16105,0.452,63,18875,260.88,19136.88,0,17.4725275
7500,36 months,14.84,6 years,RENT,36750,Not Verified,credit_card,8.1,0,0,4,1,8779,0.914,5,7500,1839.03,279.22,0,6.10164835
4000,36 months,14.42,< 1 year,MORTGAGE,40000,Not Verified,debt_consolidation,22.32,1,7,4,0,12121,0.898,14,1037.88,464.06,137.54,1,20.3131868
18000,36 months,13.92,7 years,OWN,1.00E+05,Not Verified,debt_consolidation,17.52,0,0,9,0,9360,0.437,26,18000,3593.77,7476.66,0,13.7994506
4800,36 months,9.62,< 1 year,RENT,86000,Source Verified,credit_card,12.57,0,0,11,0,35797,0.702,21,4800,113.03,4605.93,0,15.6401099
24000,60 months,17.06,6 years,RENT,80000,Verified,debt_consolidation,16.83,0,0,9,0,27843,0.658,13,24000,4425.96,20673.21,0,8.02747253
15000,36 months,11.83,2 years,MORTGAGE,64500,Not Verified,debt_consolidation,11,0,1,11,0,8318,0.507,17,15000,2467.75,42.91,0,8.02747253
10000,36 months,14.61,5 years,RENT,45600,Not Verified,debt_consolidation,22.03,0,1,9,0,4232,0.271,37,10000,1445.16,13.49,0,12.8763736
4500,36 months,17.27,1 year,RENT,42000,Not Verified,credit_card,4.34,0,0,3,0,3424,0.685,3,4500,1007.13,182.85,0,3.76373626
18000,60 months,20.62,< 1 year,MORTGAGE,73000,Source Verified,debt_consolidation,14.01,0,1,5,0,8176,0.861,20,18000,9147.08,9275.2,0,19.8159341
8000,36 months,11.49,2 years,RENT,92004,Verified,other,12.76,0,0,13,0,15972,0.827,20,8000,1259.84,1727.2,0,6.77197802
10000,36 months,6.92,10+ years,OWN,1.00E+05,Not Verified,debt_consolidation,19.75,0,1,15,0,30961,0.329,31,10000,1102.57,315.14,0,13.1291209
5500,36 months,8,5 years,OWN,60400,Not Verified,credit_card,22.45,0,0,9,0,14026,0.514,29,5500,704.55,188.2,0,11.7032967
20000,36 months,13.92,10+ years,RENT,84000,Verified,credit_card,20.03,0,1,22,0,27584,0.548,36,20000,4578.55,702.2,0,25.7554945
5500,36 months,12.69,1 year,RENT,20000,Not Verified,debt_consolidation,21.3,0,2,9,0,13006,0.885,11,5500,1136.08,562.86,0,7.77747253
24000,36 months,10.37,< 1 year,MORTGAGE,268000,Source Verified,credit_card,3.77,0,0,10,0,28163,0.805,20,24000,3525.57,9624.63,0,19.6483517
12000,36 months,14.11,1 year,MORTGAGE,45000,Verified,credit_card,7.23,1,3,6,0,13018,0.814,11,4486.36,2043.41,804.25,1,10.7857143
29900,60 months,13.49,4 years,MORTGAGE,93996,Verified,debt_consolidation,27.92,0,3,19,0,28096,0.414,59,24475,9179.06,167.3,0,16.0549451
35000,60 months,16.4,10+ years,OWN,76000,Verified,debt_consolidation,22.63,0,2,9,0,11513,0.492,21,4042.09,5172.5,200.33,1,15.5576923
5000,60 months,15.57,2 years,RENT,19760,Source Verified,debt_consolidation,12.15,0,0,8,0,2479,0.413,11,5000,2221.89,476.13,0,6.77472528
12000,36 months,16.29,5 years,MORTGAGE,72000,Not Verified,debt_consolidation,16.33,1,3,10,0,16431,0.69,17,12000,3249.71,429.45,0,18.6483517
1800,36 months,7.14,< 1 year,RENT,35000,Not Verified,moving,17.38,0,1,5,0,2605,0.407,16,1800,69.3,1535.73,0,15.1346154
11000,60 months,16.69,2 years,RENT,26952,Source Verified,small_business,7.35,0,2,8,0,4379,0.434,8,1257.31,1446.79,271.55,1,3.51373626
5000,36 months,16.95,8 years,MORTGAGE,50000,Source Verified,debt_consolidation,20.86,1,7,11,1,8652,0.801,46,4999.99,1133.75,2573.32,0,13.293956
7500,60 months,13.35,1 year,RENT,62000,Verified,debt_consolidation,20.25,0,2,13,0,5734,0.399,28,2296.96,1642.25,172,1,9.45054945
13000,36 months,11.48,8 years,MORTGAGE,1.00E+05,Not Verified,credit_card,5.24,0,0,10,0,27294,0.448,50,13000,124.76,13126.51,0,11.0384615
13600,60 months,22.48,4 years,OWN,40000,Verified,debt_consolidation,14.28,2,1,8,0,175,0.017,12,1651.9,2881.1,379.34,1,8.52747253
20000,60 months,13.43,6 years,MORTGAGE,1.00E+05,Verified,small_business,17.45,0,3,14,0,14175,0.31,27,20000,6664.67,4001.55,0,22.4038462
3000,36 months,7.05,5 years,RENT,38000,Not Verified,credit_card,16.8,0,2,8,0,4088,0.15,19,3000,194.11,3.99,0,9.03021978
9000,36 months,12.21,4 years,RENT,75000,Verified,debt_consolidation,1.81,0,2,10,0,17307,0.318,17,8999.99,1793.97,304.88,0,28.2637363
3500,36 months,6.62,8 years,RENT,69996,Source Verified,other,23.33,0,0,9,0,3490,0.316,26,3500,368.64,114.62,0,12.9587912
5000,36 months,16,4 years,MORTGAGE,50700,Verified,medical,5.82,0,0,10,0,49082,0,31,1924.31,877.29,175.79,1,8.28021978
10000,36 months,12.23,9 years,OWN,57000,Verified,medical,16.19,0,5,7,0,10032,0.292,17,10000,1686.1,4798.17,0,33.0274725
15000,60 months,17.99,1 year,RENT,45000,Not Verified,debt_consolidation,9.65,0,2,5,0,13419,0.889,9,13866.06,7790.45,380.82,0,6.8543956
18000,36 months,10.99,7 years,MORTGAGE,90722,Verified,debt_consolidation,15.98,0,1,7,0,2444,0.213,18,18000,1974.42,7746.76,0,6.43406593
5025,36 months,13.43,2 years,RENT,40000,Source Verified,debt_consolidation,8.22,0,3,10,0,4132,0.158,24,5025,970.19,304.92,0,12.9587912
6000,36 months,8.94,10+ years,MORTGAGE,60000,Not Verified,other,1.16,0,0,8,1,2731,0.092,22,6000,738.09,2553.74,0,14.5549451
7000,36 months,7.88,2 years,RENT,42000,Source Verified,debt_consolidation,17.4,0,2,11,0,8861,0.405,16,7000,882.9,225.24,0,7.94230769
7500,60 months,10.74,6 years,MORTGAGE,67000,Source Verified,debt_consolidation,15.4,0,0,19,0,11749,0.452,43,7500,2225.79,161.89,0,21.4862637
6000,36 months,11.36,3 years,OWN,65000,Not Verified,debt_consolidation,6.02,0,0,7,0,6370,0.923,14,1773.57,591.33,394.94,1,9.78021978
12000,36 months,15.65,4 years,MORTGAGE,190000,Not Verified,debt_consolidation,8.21,0,0,11,0,33266,0.929,26,12000,3115.24,448.39,0,9.9532967
5500,60 months,14.79,3 years,RENT,31550.07,Source Verified,debt_consolidation,19.82,0,1,5,0,1236,0.334,6,5500,1845.86,2922.51,0,4.43406593
11000,36 months,9.76,2 years,RENT,83604,Not Verified,other,5.88,1,0,5,0,15342,0.5,8,11000,1733.18,363.48,0,12.3736264
25000,36 months,16,5 years,MORTGAGE,120000,Verified,small_business,20.15,0,4,14,0,215175,0.35,22,25000,3968.19,17557.48,0,22.3296703
12000,36 months,5.79,5 years,MORTGAGE,87800,Source Verified,credit_card,8.32,0,0,15,0,13141,0.112,42,7250,650.19,1328.91,0,11.8736264
4200,60 months,17.49,10+ years,RENT,60000,Verified,other,18.66,4,3,4,0,0,0.2489,18,4022.92,1988.91,126.43,1,31.7747253
15000,36 months,12.68,1 year,RENT,118300,Source Verified,debt_consolidation,9.66,0,0,9,0,5685,0.646,10,15000,3390.28,2832.55,0,5.52197802
31300,60 months,20.3,10+ years,MORTGAGE,75000,Verified,debt_consolidation,21.84,0,1,30,0,25974,0.439,63,31300,2086.66,30886.74,0,30.8571429
5200,36 months,14.65,3 years,OWN,107800,Not Verified,debt_consolidation,14.54,0,2,9,0,13119,0.737,34,5200,1257.31,183.86,0,18.978022
15950,60 months,8.9,4 years,MORTGAGE,85200,Not Verified,car,2.7,1,0,5,0,9081,0.249,15,15950,202.9,164.03,0,14.8818681
10000,36 months,11.36,5 years,RENT,2.00E+05,Verified,educational,8.94,0,1,10,0,22879,0.715,18,10000,1840.09,993.97,0,10.3681319
15000,60 months,10.99,5 years,MORTGAGE,1.00E+05,Not Verified,home_improvement,13.14,0,0,10,0,20607,0.38,23,15000,4228.68,4895.37,0,23.4972528
6325,60 months,12.99,4 years,RENT,59496,Not Verified,other,14.48,0,1,10,0,11161,0.512,13,5883.74,2286.09,143.89,0,11.3708791
8000,36 months,11.36,2 years,RENT,40000,Not Verified,debt_consolidation,2.64,0,0,6,0,2961,0.493,21,8000,750.75,2062.83,0,6.85714286
7800,36 months,13.49,10+ years,MORTGAGE,3.00E+05,Verified,home_improvement,5.1,1,3,8,0,38002,0.878,34,7800,1736.42,24.91,0,13.8763736
18000,60 months,13.49,3 years,OWN,49200,Source Verified,debt_consolidation,24.12,0,2,19,0,29948,0.727,36,18000,1365.66,16882.27,0,26.0027473
9000,36 months,14.46,3 years,RENT,62004,Not Verified,debt_consolidation,12.52,0,0,11,0,14985,0.88,15,6374.01,1985.19,309.62,1,7.19230769
3000,36 months,13.22,< 1 year,RENT,13200,Not Verified,other,5.82,0,1,3,0,1549,0.968,3,3000,652.32,103.59,0,7.61263736
11000,36 months,15.99,1 year,RENT,97500,Not Verified,debt_consolidation,11.94,0,0,8,0,23597,0.987,11,11000,2920.16,430.55,0,27.2582418
7000,36 months,11.28,1 year,MORTGAGE,34000,Not Verified,debt_consolidation,10.06,0,1,9,0,5129,0.354,23,6100,167.97,5866.96,0,4.93406593
13925,36 months,17.97,< 1 year,MORTGAGE,66000,Not Verified,credit_card,24.71,0,7,13,0,28570,0.937,31,6799.31,3245.29,503.22,1,18.8983517
7200,36 months,12.69,10+ years,RENT,35000,Not Verified,debt_consolidation,13.41,2,0,8,0,3626,0.312,17,7200,1494.77,246.32,0,15.6373626
4000,36 months,10.65,7 years,RENT,30996,Not Verified,debt_consolidation,5.88,0,0,4,0,3539,0.708,11,4000,590.27,1733.75,0,7.10714286
25000,36 months,15.95,4 years,RENT,69996,Verified,debt_consolidation,17.13,0,0,17,0,34745,0.585,33,15450,4091.28,586.18,0,16.6373626
20000,60 months,14.79,3 years,MORTGAGE,85000,Verified,home_improvement,20.29,0,4,12,0,27767,0.52,37,20000,8415.72,473.31,0,11.6208791
6000,36 months,11.58,< 1 year,OWN,38000,Verified,debt_consolidation,23.08,0,0,4,0,4397,0.864,20,6000,1127.1,211.8,0,19.4010989
7500,36 months,15.31,1 year,OWN,33000,Not Verified,debt_consolidation,14.76,0,5,27,0,23875,0.126,43,7500,1480.47,4022.18,0,32.945055
9500,60 months,14.79,3 years,RENT,36000,Not Verified,debt_consolidation,12.13,0,1,4,0,14227,0.45,4,9500,2863.05,5850.86,0,5.51373626
9600,60 months,11.49,3 years,RENT,24000,Source Verified,major_purchase,9.9,0,0,4,0,9083,0.517,10,9600,3064.67,262.07,0,6.18681319
4250,36 months,10.99,1 year,RENT,27500,Not Verified,credit_card,8.07,0,1,6,0,3299,0.314,13,4250,732.65,963.24,0,4.42857143
9000,36 months,17.93,10+ years,MORTGAGE,87000,Source Verified,debt_consolidation,9.78,0,0,9,0,13245,0.581,16,9000,2703.38,342.95,0,16.8901099
16800,60 months,18.25,5 years,MORTGAGE,82296,Verified,other,13.41,1,0,11,0,11091,0.531,23,16800,6936.51,9601.67,0,12.3791209
3000,36 months,14.72,< 1 year,MORTGAGE,50004,Not Verified,debt_consolidation,17.35,0,7,10,0,2843,0.256,12,3000,175.72,2763.15,0,5.26923077
6500,36 months,11.83,5 years,RENT,32200,Not Verified,debt_consolidation,22.25,0,0,4,0,1604,0.729,4,6500,1232.45,1077.62,0,11.0384615
